panel,x,eq6b,eq12a,eq12b,eq16A,eq16B
10b,0.640625,2.228660817520234,1.701484375,1.8486974535008476,1.8761697092632095,1.8510658289416044
10b,0.6428125,2.2304052756926036,1.7038796875,1.8495658138622018,1.8773652051858243,1.8487480881930605
10b,0.645,2.232158427444388,1.706275,1.8504321081501702,1.8785582626189448,1.8464445012511201
10b,0.6471875,2.2339203073472937,1.7086703125,1.851296348262624,1.8797488947812813,1.8441549341183867
10b,0.649375,2.2356909502221445,1.711065625,1.8521585459889818,1.8809371147754947,1.8418792545133127
10b,0.6515625,2.237470391140797,1.7134609375,1.85301871301156,1.8821229355896036,1.8396173318425386
10b,0.65375,2.2392586654280766,1.71585625,1.8538768609069018,1.8833063700983663,1.8373690371737723
10b,0.6559375000000001,2.2410558086637327,1.7182515624999999,1.854733001147085,1.8844874310646458,1.835134243209187
10b,0.6581250000000001,2.2428618566844127,1.720646875,1.8555871451010089,1.8856661311407503,1.832912824259338
10b,0.6603125,2.2446768455856603,1.7230421875,1.8564393040356624,1.886842482869756,1.8307046562175782
10b,0.6625,2.246500811723926,1.7254375,1.8572894891173726,1.8880164986868082,1.828509616534962
10b,0.6646875,2.248333791718606,1.7278328125,1.8581377114130309,1.889188190920402,1.8263275841956326
10b,0.666875,2.2501758224540955,1.730228125,1.8589839818913045,1.890357571793646,1.8241584396926744
10b,0.6690625,2.2520269410818674,1.7326234375,1.8598283114238265,1.8915246534255052,1.822002065004425
10b,0.67125,2.2538871850225677,1.73501875,1.8606707107863678,1.8926894478320246,1.8198583435712337
10b,0.6734374999999999,2.255756591968135,1.7374140624999999,1.8615111906599928,1.893851966927537,1.8177271602726595
10b,0.6756249999999999,2.2576351998839432,1.7398093749999999,1.8623497616321947,1.8950122225258506,1.8156084014050968
10b,0.6778124999999999,2.25952304701096,1.7422046875,1.8631864341980175,1.8961702263414182,1.8135019546598206
10b,0.6799999999999999,2.261420171867933,1.7446,1.8640212187611567,1.8973259899904935,1.8114077091014398
10b,0.6821875,2.263326613253595,1.7469953125,1.8648541256350457,1.898479524992264,1.8093255551467533
10b,0.684375,2.2652424102488946,1.749390625,1.8656851650439266,1.8996308427699728,1.8072553845439976
10b,0.6865625,2.267167602219245,1.7517859374999998,1.8665143471239032,1.90077995465202,1.8051970903524768
10b,0.68875,2.2691022288168003,1.7541812499999998,1.867341681923978,1.901926871873051,1.8031505669225698
10b,0.6909375,2.2710463299827546,1.7565765624999998,1.8681671794070764,1.9030716055750254,1.8011157098761044
10b,0.693125,2.2729999459496595,1.7589718749999999,1.8689908494510519,1.9042141668082748,1.7990924160870896
10b,0.6953125,2.2749631172437734,1.7613671874999999,1.8698127018496804,1.9053545665325409,1.7970805836627994
10b,0.6975,2.2769358846874286,1.7637625,1.8706327463136367,1.906492815618002,1.795080111925204
10b,0.6996875,2.278918289401425,1.7661578125,1.8714509924714575,1.9076289248462823,1.7930909013927334
10b,0.701875,2.28091037280745,1.768553125,1.8722674498704914,1.9087629049114476,1.7911128537623737
10b,0.7040625,2.28291217663052,1.7709484375,1.8730821279778338,1.9098947664209875,1.7891458718920854
10b,0.70625,2.2849237429014515,1.77334375,1.8738950361812479,1.9110245198967823,1.787189859783537
10b,0.7084375,2.2869451139593515,1.7757390625,1.8747061837900731,1.9121521757760576,1.7852447225651495
10b,0.7106250000000001,2.2889763324541414,1.778134375,1.8755155800361214,1.9132777444123223,1.7833103664754408
10b,0.7128125000000001,2.2910174413491005,1.7805296875,1.876323234074557,1.9144012360762983,1.781386698846671
10b,0.715,2.2930684839234403,1.782925,1.8771291549847677,1.9155226609568323,1.7794736280887733
10b,0.7171875,2.2951295037749024,1.7853203125000001,1.8779333517712211,1.9166420291617976,1.7775710636735724
10b,0.719375,2.297200544822387,1.787715625,1.878735833364309,1.9177593507189818,1.775678916119281
10b,0.7215625,2.2992816513086045,1.7901109375,1.8795366086211795,1.9188746355769635,1.773797096975267
10b,0.72375,2.3013728678027596,1.79250625,1.8803356863265597,1.9199878936059753,1.7719255188070906
10b,0.7259375,2.303474239203259,1.7949015625,1.8811330751935622,1.9210991345987556,1.7700640951818007
10b,0.7281249999999999,2.3055858107404497,1.7972968749999998,1.8819287838644838,1.922208368271389,1.7682127406534884
10b,0.7303124999999999,2.3077076279793887,1.7996921874999998,1.8827228209115932,1.9233156042641344,1.7663713707490927
10b,0.7324999999999999,2.309839736822635,1.8020874999999998,1.8835151948379034,1.9244208521422415,1.764539901954449
10b,0.7346874999999999,2.3119821835130776,1.8044828124999999,1.884305914077939,1.9255241213967564,1.762718251700584
10b,0.736875,2.314135014636791,1.806878125,1.885094986998488,1.9266254214453173,1.7609063383502392
10b,0.7390625,2.316298277125918,1.8092734375,1.8858824218993464,1.9277247616329378,1.759104081184634
10b,0.74125,2.3184720182615894,1.81166875,1.8866682270140493,1.928822151232779,1.757311400390447
10b,0.7434375,2.320656285676868,1.8140640625,1.8874524105105959,1.929917599446914,1.7555282170470292
10b,0.745625,2.3228511273597268,1.816459375,1.888234980492161,1.9310111154070786,1.7537544531138238
10b,0.7478125,2.325056591656061,1.8188546875,1.889015944997797,1.9321027081754147,1.7519900314180101
10b,0.75,2.327272727272727,1.82125,1.8897953120031294,1.9331923867452026,1.7502348756423487
11a,0.2,1.1851851851851851,1.03066,1.0348627095414769,1.0190747075115847,1.01665865052195
11a,0.20625000000000002,1.1880787037037035,1.03260619140625,1.0370756745026057,1.0205367348052843,1.0179354932585687
11a,0.21250000000000002,1.1910612535612535,1.034612265625,1.0393567306933078,1.0220621249653785,1.0192676731397647
11a,0.21875,1.1941328347578346,1.03667822265625,1.041705878113583,1.0236516392234187,1.0206558549773246
11a,0.225,1.197293447293447,1.0388040625,1.0441231167634315,1.0253060254897712,1.022100691949149
11a,0.23125,1.200543091168091,1.04098978515625,1.0466084466428534,1.0270260189577756,1.023602826126888
11a,0.23750000000000002,1.2038817663817662,1.043235390625,1.0491618677518482,1.0288123426645963,1.0251628889657507
11a,0.24375000000000002,1.2073094729344727,1.04554087890625,1.0517833800904162,1.0306657080129493,1.0267815017601518
11a,0.25,1.2108262108262107,1.04790625,1.0544729836585576,1.032586815257387,1.0284592760683993
11a,0.25625000000000003,1.21443198005698,1.05033150390625,1.057230678456272,1.0345763539583868,1.0301968141092694
11a,0.2625,1.2181267806267806,1.052816640625,1.0600564644835597,1.036635003407129,1.0319947091329793
11a,0.26875000000000004,1.2219106125356125,1.05536166015625,1.0629503417404205,1.0387634330235125,1.0338535457687896
11a,0.275,1.2257834757834758,1.0579665625,1.0659123102268546,1.0409623027296937,1.0357739003512298
11a,0.28125,1.2297453703703702,1.06063134765625,1.068942369942862,1.0432322633011837,1.0377563412267239
11a,0.28750000000000003,1.2337962962962963,1.063356015625,1.0720405208884423,1.0455739566973272,1.0398014290422104
11a,0.29375,1.2379362535612537,1.06614056640625,1.075206763063596,1.047988016372804,1.0419097170171885
11a,0.30000000000000004,1.2421652421652423,1.068985,1.0784410964683229,1.0504750675716292,1.0440817512004787
11a,0.30625,1.246483262108262,1.07188931640625,1.081743521102623,1.0530357276049869,1.0463180707128656
11a,0.3125,1.2508903133903133,1.074853515625,1.0851140369664962,1.0556706061140984,1.0486192079766705
11a,0.31875000000000003,1.2553863960113958,1.07787759765625,1.0885526440599427,1.0583803053192238,1.0509856889332134
11a,0.325,1.25997150997151,1.0809615625,1.0920593423829623,1.0611654202557854,1.0534180332490288
11a,0.33125000000000004,1.2646456552706553,1.08410541015625,1.0956341319355551,1.064026538998521,1.0559167545116268
11a,0.3375,1.269408831908832,1.087309140625,1.0992770127177212,1.0669642428744877,1.0584823604155171
11a,0.34375,1.27426103988604,1.09057275390625,1.1029879847294604,1.0699791066656723,1.0611153529391575
11a,0.35000000000000003,1.2792022792022792,1.09389625,1.1067670479707727,1.0730716988018978,1.0638162285134236
11a,0.35625,1.2842325498575498,1.09727962890625,1.1106142024416583,1.0762425815446546,1.0665854781821584
11a,0.36250000000000004,1.2893518518518516,1.100722890625,1.1145294481421173,1.0794923111624426,1.0694235877553029
11a,0.36875,1.2945601851851851,1.10422603515625,1.1185127850721492,1.082821438098151,1.0723310379550763
11a,0.375,1.2998575498575498,1.1077890625,1.1225642132317544,1.0862305071289744,1.0753083045556362
11a,0.38125000000000003,1.305243945868946,1.11141197265625,1.126683732620933,1.089720057519313,1.078355858516612
11a,0.3875,1.3107193732193732,1.115094765625,1.1308713432396844,1.0932906231670798,1.0814741661108807
11a,0.39375000000000004,1.316283831908832,1.11883744140625,1.1351270450880093,1.0969427327438,1.0846636890469203
11a,0.4,1.321937321937322,1.12264,1.1394508381659072,1.1006769098288602,1.0879248845860559
11a,0.40625,1.3276798433048431,1.12650244140625,1.1438427224733785,1.1044936730382466,1.0912582056548894
11a,0.41250000000000003,1.333511396011396,1.130424765625,1.148302698010423,1.1083935361480703,1.0946641009531812
11a,0.41875,1.3394319800569798,1.13440697265625,1.1528307647770404,1.112377008213178,1.0981430150574356
11a,0.42500000000000004,1.3454415954415955,1.1384490625,1.1574269227732312,1.116444593681108,1.1016953885204235
11a,0.43125,1.351540242165242,1.14255103515625,1.1620911719989953,1.1205967925016425,1.105321657966858
11a,0.4375,1.3577279202279202,1.146712890625,1.1668235124543325,1.1248341002321898,1.1090222561854295
11a,0.44375000000000003,1.3640046296296298,1.15093462890625,1.1716239441392429,1.1291570081392106,1.1127976122173844
11a,0.45,1.3703703703703705,1.15521625,1.1764924670537265,1.133566003295894,1.1166481514418287
11a,0.45625000000000004,1.3768251424501425,1.15955775390625,1.1814290811977832,1.138061568676269,1.12057429565792
11a,0.4625,1.3833689458689458,1.163959140625,1.1864337865714132,1.142644183245932,1.1245764631641033
11a,0.46875,1.3900017806267806,1.16842041015625,1.1915065831746163,1.147314322049556,1.128655068834535
11a,0.47500000000000003,1.3967236467236466,1.1729415625,1.1966474710073927,1.1520724562953364,1.1328105241928326
11a,0.48125,1.4035345441595442,1.17752259765625,1.2018564500697422,1.1569190534365195,1.1370432374832782
11a,0.48750000000000004,1.4104344729344729,1.182163515625,1.207133520361665,1.1618545772501538,1.1413536137395939
11a,0.49375,1.417423433048433,1.18686431640625,1.212478681883161,1.166879487913193,1.1457420548514037
11a,0.5,1.4245014245014245,1.191625,1.21789193463423,1.1719942420760674,1.1502089596284897
11a,0.5062500000000001,1.4316684472934473,1.19644556640625,1.2233732786148726,1.1771992929338475,1.1547547238629385
11a,0.5125,1.4389245014245013,1.2013260156249999,1.228922713825088,1.1824950902951004,1.1593797403892783
11a,0.51875,1.4462695868945867,1.20626634765625,1.2345402402648769,1.1878820806485437,1.164084399142689
11a,0.525,1.4537037037037037,1.2112665625,1.2402258579342387,1.1933607072275947,1.1688690872153764
11a,0.53125,1.4612268518518519,1.21632666015625,1.245979566833174,1.198931410072904,1.1737341889111836
11a,0.5375000000000001,1.4688390313390314,1.221446640625,1.2518013669616823,1.2045946260929594,1.178680085798521
11a,0.54375,1.476540242165242,1.22662650390625,1.2576912583197637,1.2103507891228433,1.1837071567616781
11a,0.55,1.4843304843304843,1.23186625,1.2636492409074185,1.2162003299812196,1.1888157780505957
11a,0.55625,1.492209757834758,1.23716587890625,1.2696753147246465,1.2221436765256217,1.1940063233291487
11a,0.5625,1.5001780626780625,1.242525390625,1.2757694797714474,1.2281812537061148,1.1992791637220117
11a,0.5687500000000001,1.508235398860399,1.2479447851562502,1.281931736047822,1.234313483617393,1.2046346678601585
11a,0.575,1.5163817663817662,1.2534240625,1.2881620835537693,1.2405407855493784,1.2100732019250509
11a,0.58125,1.5246171652421652,1.25896322265625,1.29446052228929,1.2468635760363782,1.2155951296915692
11a,0.5875,1.5329415954415955,1.264562265625,1.3008270522543839,1.2532822689048553,1.2212008125697342
11a,0.59375,1.541355056980057,1.27022119140625,1.307261673449051,1.2597972753198712,1.2268906096452645
11a,0.6000000000000001,1.54985754985755,1.27594,1.3137643858732915,1.2664090038302442,1.2326648777190174
11a,0.60625,1.558449074074074,1.28171869140625,1.320335189527105,1.2731178604124784,1.2385239713453522
11a,0.6125,1.5671296296296295,1.287557265625,1.3269740844104916,1.279924248513506,1.2444682428694587
11a,0.61875,1.5758992165242163,1.29345572265625,1.3336810705234514,1.2868285690922845,1.2504980424636871
11a,0.625,1.5847578347578346,1.2994140625,1.3404561478659844,1.2938312206602989,1.256613718162918
11a,0.6312500000000001,1.5937054843304845,1.30543228515625,1.3472993164380909,1.3009325993209977,1.262815615899005
11a,0.6375,1.602742165242165,1.3115103906249999,1.3542105762397703,1.3081330988082105,1.2691040795343245
11a,0.64375,1.6118678774928776,1.31764837890625,1.361189927271023,1.3154331105235781,1.275479450894467
11a,0.65,1.621082621082621,1.32384625,1.3682373695318488,1.3228330235730303,1.2819420698000923
11a,0.65625,1.630386396011396,1.33010400390625,1.375352903022248,1.3303332248023467,1.2884922740979876
11a,0.6625000000000001,1.6397792022792022,1.336421640625,1.3825365277422204,1.3379340988318311,1.29513039969135
11a,0.66875,1.64926103988604,1.34279916015625,1.3897882436917657,1.3456360280901283,1.3018567805693175
11a,0.675,1.6588319088319086,1.3492365625,1.3971080508708844,1.3534393928472155,1.3086717488357862
11a,0.68125,1.668491809116809,1.35573384765625,1.4044959492795763,1.361344571246592,1.3155756347375176
11a,0.6875,1.6782407407407407,1.3622910156249999,1.4119519389178414,1.369351939336699,1.3225687666915826
11a,0.6937500000000001,1.6880787037037037,1.36890806640625,1.4194760197856797,1.377461871101589,1.3296514713121443
11a,0.7,1.698005698005698,1.375585,1.427068191883091,1.3856747384908727,1.3368240734366124
11a,0.70625,1.7080217236467234,1.38232181640625,1.4347284552100759,1.3939909114489701,1.3440868961511885
11a,0.7125000000000001,1.7181267806267806,1.389118515625,1.4424568097666337,1.4024107579436773,1.3514402608158163
11a,0.71875,1.728320868945869,1.39597509765625,1.4502532555527647,1.410934643994084,1.3588844870885604
11a,0.7250000000000001,1.7386039886039888,1.4028915625,1.458117792568469,1.4195629336978537,1.3664198929494336
11a,0.73125,1.7489761396011394,1.40986791015625,1.4660504208137461,1.4282959892578868,1.3740467947236814
11a,0.7375,1.7594373219373218,1.416904140625,1.474051140288597,1.4371341710083911,1.3817655071045507
11a,0.7437500000000001,1.7699875356125356,1.4240002539062502,1.482119950993021,1.4460778374403715,1.3895763431755503
11a,0.75,1.7806267806267806,1.43115625,1.490256852927018,1.45512734522656,1.397479614432225
11a,0.7562500000000001,1.791355056980057,1.43837212890625,1.498461846090588,1.4642830492458054,1.4054756308034533
11a,0.7625,1.8021723646723644,1.4456478906249999,1.5067349304837314,1.47354530260693,1.4135647006722845
11a,0.76875,1.8130787037037037,1.4529835351562501,1.5150761061064482,1.4829144566720807,1.4217471308963319
11a,0.7750000000000001,1.8240740740740742,1.4603790625000002,1.523485372958738,1.49239086107958,1.430023226827728
11a,0.78125,1.8351584757834756,1.46783447265625,1.531962731040601,1.5019748637662955,1.438393292332662
11a,0.7875000000000001,1.846331908831909,1.475349765625,1.5405081803520373,1.5116668109895457,1.446857629810511
11a,0.79375,1.857594373219373,1.48292494140625,1.5491217208930466,1.5214670473485423,1.4554165402125645
11a,0.8,1.868945868945869,1.4905599999999999,1.5578033526636292,1.5313759158054023,1.4640703230603775
11a,0.8062500000000001,1.8803863960113962,1.49825494140625,1.566553075663785,1.54139375770572,1.4728192764637358
11a,0.8125,1.8919159544159543,1.506009765625,1.575370889893514,1.5515209127987306,1.4816636971382646
11a,0.8187500000000001,1.9035345441595442,1.5138244726562502,1.5842567953528164,1.5617577192570642,1.490603880422682
11a,0.825,1.9152421652421652,1.5216990624999998,1.5932107920416914,1.5721045136961054,1.4996401202957055
11a,0.83125,1.9270388176638176,1.52963353515625,1.6022328799601402,1.5825616311929716,1.5087727093926269
11a,0.8375000000000001,1.9389245014245016,1.537627890625,1.611323059108162,1.593129405305116,1.5180019390215584
11a,0.84375,1.9508992165242165,1.54568212890625,1.6204813294857567,1.6038081680885692,1.527328099179365
11a,0.8500000000000001,1.962962962962963,1.55379625,1.6297076910929251,1.6145982501158296,1.5367514785672869
11a,0.85625,1.9751157407407403,1.5619702539062499,1.6390021439296665,1.625499980493403,1.546272364606259
11a,0.8625,1.98735754985755,1.570204140625,1.648364687995981,1.636513686879018,1.555891043451945
11a,0.8687500000000001,1.9996883903133904,1.5784979101562502,1.657795323291869,1.6476396954985044,1.5656078000094786
11a,0.875,2.0121082621082618,1.5868515625000001,1.6672940498173299,1.6588783311623627,1.5754229179479338
11a,0.8812500000000001,2.0246171652421654,1.5952650976562501,1.6768608675723642,1.6702299172820214,1.5853366797145223
11a,0.8875,2.0372150997150995,1.603738515625,1.6864957765569712,1.6816947758857899,1.595349366548528
11a,0.89375,2.0499020655270654,1.61227181640625,1.6961987767711517,1.693273227634525,1.605461258494986
11a,0.9000000000000001,2.0626780626780628,1.6208650000000002,1.7059698682149058,1.7049655918370028,1.6156726344181105
11a,0.90625,2.075543091168091,1.6295180664062499,1.7158090508882324,1.7167721864650176,1.625983772014479
11a,0.9125000000000001,2.088497150997151,1.6382310156250002,1.725716324791133,1.7286933281682084,1.6363949478259818
11a,0.91875,2.101540242165242,1.6470038476562499,1.735691689923606,1.7407293322886148,1.6469064372525342
11a,0.925,2.1146723646723644,1.6558365625000002,1.7457351462856527,1.7528805128749825,1.6575185145645697
11a,0.9312500000000001,2.127893518518519,1.6647291601562502,1.7558466938772725,1.7651471826968075,1.6682314529153057
11a,0.9375,2.1412037037037037,1.673681640625,1.7660263326984653,1.7775296532581408,1.6790455243528
11a,0.9437500000000001,2.15460292022792,1.6826940039062501,1.7762740627492315,1.79002823481115,1.6899609998317935
11a,0.95,2.1680911680911676,1.69176625,1.7865898840295706,1.8026432363694465,1.7009781492253495
11a,0.95625,2.1816684472934473,1.70089837890625,1.7969737965394832,1.8153749657211826,1.7120972413362936
11a,0.9625000000000001,2.195334757834758,1.7100903906250002,1.8074258002789692,1.8282237294419275,1.7233185439084562
11a,0.96875,2.2090900997150995,1.7193422851562499,1.8179458952480279,1.8411898329073213,1.7346423236377266
11a,0.9750000000000001,2.222934472934473,1.7286540625,1.8285340814466602,1.8542735803055224,1.7460688461829206
11a,0.98125,2.236867877492877,1.7380257226562499,1.8391903588748653,1.8674752746494359,1.7575983761764626
11a,0.9875,2.2508903133903133,1.747457265625,1.849914727532644,1.8807952177887506,1.769231177234897
11a,0.9937500000000001,2.265001780626781,1.75694869140625,1.8607071874199956,1.894233710421767,1.7809675119692177
11a,1.0,2.2792022792022792,1.7665,1.8715677385369205,1.907791052107036,1.7928076419950334
11a,1.00625,2.293491809116809,1.7761111914062502,1.8824963808834188,1.9214675412748103,1.804751827942567
11a,1.0125,2.3078703703703707,1.785782265625,1.8934931144594898,1.935263475238301,1.8168003294664885
11a,1.01875,2.3223379629629632,1.79551322265625,1.9045579392651346,1.9491791502047628,1.8289534052555956
11a,1.0250000000000001,2.3368945868945867,1.8053040625000003,1.9156908553003524,1.9632148612863944,1.8412113130423315
11a,1.03125,2.351540242165242,1.81515478515625,1.926891862565143,1.9773709025110695,1.8535743096121586
11a,1.0375,2.3662749287749287,1.825065390625,1.9381609610595072,1.9916475668328968,1.8660426508127812
11a,1.04375,2.3810986467236464,1.83503587890625,1.9494981507834441,2.006045146142612,1.8786165915632194
11a,1.05,2.396011396011396,1.84506625,1.960903431736955,2.020563931277811,1.8912963858627476
11a,1.0562500000000001,2.411013176638177,1.85515650390625,1.9723768039200387,2.0352042120330203,1.9040822867996894
11a,1.0625,2.4261039886039883,1.865306640625,1.9839182673326954,2.049966277169614,1.9169745465600774
11a,1.06875,2.441283831908832,1.87551666015625,1.9955278219749255,2.064850414425579,1.9299734164361828
11a,1.075,2.456552706552706,1.8857865624999999,2.0072054678467284,2.0798569105251294,1.9430791468349105
11a,1.08125,2.4719106125356123,1.8961163476562501,2.018951204948105,2.094986051188176,1.956291987286071
11a,1.0875000000000001,2.4873575498575495,1.9065060156250002,2.030765033279055,2.1102381211396515,1.9696121864505223
11a,1.09375,2.502893518518518,1.9169555664062499,2.0426469528395774,2.125613404118698,1.983039992128196
11a,1.1,2.518518518518518,1.9274650000000002,2.054596963629674,2.141112182887718,1.996575651266
11a,1.10625,2.5342325498575495,1.9380343164062497,2.066615065649343,2.1567347392412843,2.0102194099656012
11a,1.1125,2.5500356125356127,1.9486635156249998,2.078701258898586,2.1724813540149315,2.0239715134911016
11a,1.1187500000000001,2.565927706552707,1.9593525976562502,2.090855543377401,2.1883523070938016,2.0378322062765926
11a,1.125,2.581908831908832,1.9701015625,2.10307791908579,2.2043478774211804,2.0518017319336046
11a,1.13125,2.597978988603989,1.98091041015625,2.115368386023752,2.2204683430068997,2.065880333258449
11a,1.1375,2.6141381766381766,1.9917791406249998,2.127726944191287,2.23671398093562,2.0800682522394514
11a,1.14375,2.6303863960113962,2.00270775390625,2.140153593588396,2.2530850673749954,2.094365730064082
11a,1.1500000000000001,2.646723646723647,2.01369625,2.152648334215078,2.2695818775837253,2.1087730071259854
11a,1.15625,2.6631499287749287,2.02474462890625,2.165211166071332,2.2862046859194836,2.123290323031908
11a,1.1625,2.679665242165242,2.0358528906249997,2.1778420891571604,2.3029537658467474,2.137917916608535
11a,1.16875,2.696269586894587,2.04702103515625,2.1905411034725617,2.319829389944503,2.1526560259092187
11a,1.175,2.7129629629629632,2.0582490625,2.203308209017536,2.3368318299138564,2.167504888220626
11a,1.1812500000000001,2.7297453703703702,2.06953697265625,2.2161434057920837,2.353961356585529,2.1824647400692854
11a,1.1875,2.746616809116809,2.080884765625,2.229046693796204,2.3712182399272543,2.197535817228045
11a,1.19375,2.7635772792022792,2.09229244140625,2.2420180730298984,2.388602749051075,2.2127183547224467
11a,1.2,2.7806267806267804,2.10376,2.2550575434931655,2.4061151522205337,2.2280125868370058
11b,0.2,1.0883333333333334,1.0183324838425707,1.0322718707218776,1.0155986233776688,1.0266632976469283
11b,0.20625000000000002,1.0912955729166667,1.019496166898984,1.0343203781407468,1.0167942177587852,1.0287069708658318
11b,0.21250000000000002,1.0943489583333335,1.020695655587902,1.0364319165571196,1.0180416280583593,1.030839214929946
11b,0.21875,1.0974934895833335,1.0219309499093254,1.0386064859709963,1.0193414767847182,1.0330610939155305
11b,0.225,1.1007291666666668,1.0232020498632537,1.0408440863823765,1.0206943755525943,1.0353736532780242
11b,0.23125,1.1040559895833335,1.024508955449687,1.0431447177912603,1.0221009255771836,1.0377779206965585
11b,0.23750000000000002,1.1074739583333333,1.0258516666686253,1.0455083801976477,1.02356171813279,1.0402749068579347
11b,0.24375000000000002,1.1109830729166668,1.0272301835200686,1.047935073601539,1.025077334979477,1.042865606185913
11b,0.25,1.1145833333333335,1.0286445060040168,1.0504247980029338,1.0266483487607312,1.045550997520957
11b,0.25625000000000003,1.1182747395833335,1.0300946341204702,1.0529775534018324,1.028275323374803,1.0483320447549775
11b,0.2625,1.1220572916666667,1.0315805678694285,1.0555933397982344,1.029958814322073,1.051209697425099
11b,0.26875000000000004,1.1259309895833334,1.033102307250892,1.0582721571921403,1.0316993690305358,1.0541848912700216
11b,0.275,1.1298958333333333,1.0346598522648605,1.06101400558355,1.0334975271612676,1.0572585487521675
11b,0.28125,1.1339518229166667,1.0362532029113338,1.063818884972463,1.03535382089554,1.060431579548455
11b,0.28750000000000003,1.1380989583333334,1.0378823591903124,1.06668679535888,1.0372687752050744,1.0637048810122545
11b,0.29375,1.1423372395833336,1.0395473211017958,1.0696177367428006,1.039242908106777,1.0670793386088173
11b,0.30000000000000004,1.1466666666666667,1.0412480886457842,1.0726117091242247,1.0412767309031632,1.0705558263262387
11b,0.30625,1.1510872395833336,1.0429846618222778,1.0756687125031525,1.0433707484095567,1.0741352070638222
11b,0.3125,1.1555989583333335,1.0447570406312763,1.078788746879584,1.0455254591690575,1.077818332999529
11b,0.31875000000000003,1.1602018229166668,1.04656522507278,1.0819718122535193,1.0477413556561648,1.0816060459380379
11b,0.325,1.1648958333333335,1.0484092151467885,1.085217908624958,1.0500189244698708,1.0854991776408098
11b,0.33125000000000004,1.1696809895833333,1.050289010853302,1.0885270359939008,1.0523586465169645,1.0894985501394148
11b,0.3375,1.1745572916666667,1.0522046121923208,1.0918991943603469,1.0547609971862206,1.0936049760332776
11b,0.34375,1.1795247395833333,1.0541560191638444,1.0953343837242968,1.0572264465140857,1.0978192587728939
11b,0.35000000000000003,1.1845833333333333,1.056143231767873,1.0988326040857503,1.0597554593424305,1.1021421929294806
11b,0.35625,1.1897330729166666,1.0581662500044067,1.1023938554447075,1.0623484954688809,1.1065745644519425
11b,0.36250000000000004,1.1949739583333334,1.0602250738734456,1.1060181378011684,1.0650060097902063,1.1111171509119704
11b,0.36875,1.2003059895833335,1.0623197033749892,1.1097054511551327,1.0677284524391975,1.1157707217380126
11b,0.375,1.2057291666666667,1.064450138509038,1.1134557955066011,1.070516268915439,1.1205360384388092
11b,0.38125000000000003,1.2112434895833335,1.0666163792755916,1.1172691708555729,1.0733699002103478,1.125413854817123
11b,0.3875,1.2168489583333333,1.0688184256746505,1.1211455772020484,1.0762897829268159,1.1304049171742516
11b,0.39375000000000004,1.2225455729166668,1.0710562777062143,1.1250850145460276,1.0792763493937791,1.135509964505863
11b,0.4,1.2283333333333335,1.0733299353702832,1.1290874828875106,1.0823300277760035,1.1407297286896565
11b,0.40625,1.2342122395833333,1.075639398666857,1.133152982226497,1.0854512421793594,1.1460649346653133
11b,0.41250000000000003,1.2401822916666667,1.077984667595936,1.1372815125629874,1.0886404127518392,1.1515163006071685
11b,0.41875,1.2462434895833332,1.08036574215752,1.1414730738969812,1.091897955780551,1.1570845380900074
11b,0.42500000000000004,1.2523958333333336,1.0827826223516088,1.1457276662284788,1.0952242837849089,1.1627703522483566
11b,0.43125,1.2586393229166668,1.0852353081782027,1.15004528955748,1.0986198056062202,1.1685744419296213
11b,0.4375,1.2649739583333333,1.0877237996373017,1.1544259438839848,1.1020849264938641,1.1744974998413924
11b,0.44375000000000003,1.2713997395833334,1.0902480967289057,1.1588696292079934,1.1056200481882341,1.180540212693223
11b,0.45,1.2779166666666668,1.0928081994530146,1.1633763455295054,1.1092255690006136,1.1867032613331625
11b,0.45625000000000004,1.2845247395833335,1.0954041078096286,1.1679460928485215,1.1129018838901377,1.192987320879311
11b,0.4625,1.2912239583333336,1.0980358217987476,1.172578871165041,1.1166493845379866,1.1993930608466403
11b,0.46875,1.2980143229166667,1.1007033414203717,1.1772746804790641,1.1204684594189473,1.2059211452693175
11b,0.47500000000000003,1.3048958333333336,1.1034066666745008,1.182033520790591,1.124359493870471,1.2125722328187456
11b,0.48125,1.3118684895833335,1.106145797561135,1.1868553920996217,1.128322870159344,1.219346976917528
11b,0.48750000000000004,1.3189322916666668,1.108920734080274,1.1917402944061557,1.1323589675460872,1.2262460258495507
11b,0.49375,1.3260872395833334,1.1117314762319181,1.1966882277101936,1.136468162347191,1.2332700228663576
11b,0.5,1.3333333333333335,1.1145780240160674,1.2016991920117353,1.1406508279952796,1.2404196062899964
11b,0.5062500000000001,1.3406705729166668,1.1174603774327216,1.2067731873107805,1.1449073350973054,1.2476954096124906
11b,0.5125,1.3480989583333334,1.1203785364818808,1.2119102136073292,1.1492380514908576,1.2550980615920893
11b,0.51875,1.3556184895833334,1.123332501163545,1.217110270901382,1.15364334229867,1.2626281863464404
11b,0.525,1.3632291666666667,1.1263222714777144,1.222373359192938,1.1581235699814065,1.2702864034428176
11b,0.53125,1.3709309895833335,1.1293478474243885,1.227699478481998,1.1626790943887986,1.2780733279855327
11b,0.5375000000000001,1.3787239583333335,1.1324092290035679,1.2330886287685616,1.1673102728092055,1.285989570700651
11b,0.54375,1.3866080729166665,1.1355064162152522,1.2385408100526287,1.1720174600176643,1.2940357380181224
