point,pdf_x_pt,pdf_y_pt,step,displacement_mm
96,419.3399963378906,277.79998779296875,19.270533122793385,252.84561989977993
97,419.70001220703125,277.44000244140625,19.356694308555937,254.471570266115
98,420.1199951171875,276.5999755859375,19.45720717101794,258.2657301324882
99,420.5400085449219,275.82000732421875,19.557727337132206,261.7886225928808
100,420.9599914550781,275.4000244140625,19.65824019959421,263.6855646869384
101,421.739990234375,274.6199951171875,19.844914247818764,267.2087328255891
102,422.1600036621094,273.780029296875,19.94543441393303,271.00261701370425
103,422.5199890136719,273.0,20.03158829604332,274.52578515235496
104,425.3399963378906,273.0,20.706489587182965,274.52578515235496
105,428.5799865722656,273.0,21.481903740784617,274.52578515235496
106,429.0,273.41998291015625,21.582423906898885,272.62884305829743
107,429.3599853515625,273.41998291015625,21.668577789009174,272.62884305829743
108,429.7799987792969,273.780029296875,21.76909795512344,271.00261701370425
109,430.20001220703125,274.20001220703125,21.869618121237703,269.1056749196467
110,430.6199951171875,274.6199951171875,21.97013098369971,267.2087328255891
111,430.9800109863281,274.97998046875,22.05629216946226,265.582782459254
112,433.0199890136719,274.97998046875,22.54451210872509,265.582782459254
113,433.44000244140625,275.4000244140625,22.645032274839355,263.6855646869384
114,433.79998779296875,275.4000244140625,22.731186156949647,263.6855646869384
115,434.2200012207031,275.82000732421875,22.831706323063912,261.7886225928808
116,434.6400146484375,275.82000732421875,22.932226489178177,261.7886225928808
117,435.0,276.239990234375,23.018380371288465,259.8916804988233
118,441.05999755859375,276.239990234375,24.468695816029765,259.8916804988233
119,441.4800109863281,277.02001953125,24.56921598214403,256.36851236017253
120,441.8399963378906,277.44000244140625,24.65536986425432,254.471570266115
121,444.29998779296875,277.44000244140625,25.244109969631413,254.471570266115
122,444.6600036621094,277.02001953125,25.33027115539397,256.36851236017253
123,445.0799865722656,277.02001953125,25.430784017855967,256.36851236017253
124,445.5,276.5999755859375,25.53130418397024,258.2657301324882
125,445.9200134277344,276.239990234375,25.631824350084504,259.8916804988233
126,446.2799987792969,276.239990234375,25.717978232194795,259.8916804988233
127,446.70001220703125,275.82000732421875,25.81849839830906,261.7886225928808
128,447.1199951171875,275.4000244140625,25.919011260771065,263.6855646869384
129,447.4800109863281,274.6199951171875,26.005172446533614,267.2087328255891
130,447.4800109863281,274.97998046875,26.005172446533614,265.582782459254
131,447.8999938964844,274.20001220703125,26.105685308995618,269.1056749196467
132,448.32000732421875,273.41998291015625,26.206205475109883,272.62884305829743
133,448.739990234375,272.58001708984375,26.306718337571887,276.42272724641253
134,449.1000061035156,271.79998779296875,26.39287952333444,279.94589538506324
135,449.5199890136719,270.96002197265625,26.493392385796444,283.73977957317834
136,449.94000244140625,270.17999267578125,26.59391255191071,287.2629477118291
137,450.29998779296875,268.97998046875,26.680066434021,292.68305794453744
138,450.7200012207031,267.780029296875,26.780586600135265,298.10289249898756
139,451.1400146484375,266.58001708984375,26.88110676624953,303.52300273169584
140,451.55999755859375,265.32000732421875,26.981619628711535,309.2141046921267
141,451.9200134277344,264.96002197265625,27.067780814474084,310.8400550584617
142,452.3399963378906,264.53997802734375,27.168293676936088,312.7372728307774
143,452.760009765625,263.760009765625,27.268813843050353,316.26016529117004
144,453.1199951171875,263.34002685546875,27.354967725160645,318.15710738522756
145,453.5400085449219,262.91998291015625,27.45548789127491,320.05432515754325
146,453.9599914550781,262.1400146484375,27.556000753736914,323.57721761793584
147,454.739990234375,261.719970703125,27.74267480196147,325.47443539025153
148,455.1600036621094,260.94000244140625,27.843194968075736,328.9973278506441
149,455.5799865722656,260.0999755859375,27.94370783053774,332.7914877170174
150,455.94000244140625,259.32000732421875,28.02986901630029,336.31438017741
151,461.5799865722656,259.32000732421875,29.37966429492732,336.31438017741
152,462.0,259.67999267578125,29.480184461041585,334.6884298110749
153,462.4200134277344,259.67999267578125,29.580704627155857,334.6884298110749
154,462.7799987792969,260.0999755859375,29.66685850926614,332.7914877170174
155,463.20001220703125,260.52001953125,29.767378675380414,330.8942699447017
156,463.6199951171875,260.94000244140625,29.86789153784241,328.9973278506441
157,464.0400085449219,261.719970703125,29.968411703956683,325.47443539025153
158,464.82000732421875,261.719970703125,30.155085752181236,325.47443539025153
159,465.6000061035156,262.1400146484375,30.341759800405793,323.57721761793584
160,466.44000244140625,262.1400146484375,30.542792828982062,323.57721761793584
161,466.8599853515625,262.5,30.643305691444063,321.95126725160077
162,467.2200012207031,262.5,30.72946687720662,321.95126725160077
163,467.6400146484375,262.91998291015625,30.829987043320884,320.05432515754325
164,468.05999755859375,262.91998291015625,30.930499905782888,320.05432515754325
165,468.4200134277344,263.34002685546875,31.016661091545437,318.15710738522756
166,474.4800109863281,263.34002685546875,32.46697653628674,318.15710738522756
167,474.8999938964844,264.53997802734375,32.56748939874874,312.7372728307774
168,475.260009765625,265.32000732421875,32.65365058451129,309.2141046921267
169,477.7200012207031,265.32000732421875,33.24239068988838,309.2141046921267
170,478.0799865722656,264.96002197265625,33.32854457199868,310.8400550584617
171,478.5,264.96002197265625,33.42906473811294,310.8400550584617
172,479.3399963378906,264.1199951171875,33.63009776668921,314.63421492483496
173,479.70001220703125,264.1199951171875,33.71625895245176,314.63421492483496
174,480.1199951171875,263.760009765625,33.816771814913764,316.26016529117004
175,480.5400085449219,263.34002685546875,33.91729198102803,318.15710738522756
176,480.8999938964844,262.91998291015625,34.00344586313832,320.05432515754325
177,481.32000732421875,262.1400146484375,34.10396602925259,323.57721761793584
178,481.739990234375,261.29998779296875,34.204478891714594,327.37137748430905
179,482.1600036621094,260.52001953125,34.30499905782886,330.8942699447017
180,482.5199890136719,259.67999267578125,34.39115293993915,334.6884298110749
181,482.94000244140625,259.32000732421875,34.49167310605341,336.31438017741
182,483.3599853515625,258.1199951171875,34.592185968515416,341.73449041011827
183,483.7200012207031,257.280029296875,34.678347154277965,345.52837459823337
184,484.55999755859375,254.8800048828125,34.879380182854234,356.36859506365
185,484.9800109863281,253.260009765625,34.979900348968506,363.6856473904158
186,485.3399963378906,253.260009765625,35.066054231078795,363.6856473904158
187,485.760009765625,252.84002685546875,35.16657439719306,365.5825894844734
188,486.17999267578125,252.05999755859375,35.267087259655064,369.1057576231241
189,486.5400085449219,251.6400146484375,35.35324844541762,371.0026997171817
190,486.9599914550781,251.280029296875,35.45376130787962,372.62865008351673
191,487.79998779296875,250.44000244140625,35.654794336455886,376.42280994989
192,488.1600036621094,250.02001953125,35.74095552221844,378.3197520439475
193,488.5799865722656,249.239990234375,35.84146838468044,381.8429201825982
194,489.0,248.46002197265625,35.94198855079471,385.3658126429909
195,489.3599853515625,248.03997802734375,36.028142432905,387.2630304153065
196,495.4200134277344,248.03997802734375,37.47846518129856,387.2630304153065
197,495.8399963378906,248.46002197265625,37.578978043760564,385.3658126429909
198,496.20001220703125,248.82000732421875,37.66513922952311,383.7398622766558
199,497.0400085449219,249.65997314453125,37.86617225809938,379.9459780885407
200,497.4599914550781,250.02001953125,37.96668512056139,378.3197520439475
201,497.82000732421875,250.44000244140625,38.05284630632394,376.42280994989
202,499.0199890136719,250.44000244140625,38.3400332170105,376.42280994989
203,499.44000244140625,250.8599853515625,38.440553383124765,374.5258678558324
204,499.8599853515625,250.8599853515625,38.54106624558677,374.5258678558324
205,500.2799987792969,251.280029296875,38.641586411701034,372.62865008351673
206,500.6400146484375,251.280029296875,38.72774759746358,372.62865008351673
207,501.05999755859375,251.6400146484375,38.82826045992559,371.0026997171817
208,501.4800109863281,251.6400146484375,38.92878062603985,371.0026997171817
209,501.8399963378906,252.05999755859375,39.01493450815015,369.1057576231241
210,507.4800109863281,252.05999755859375,40.36473709042944,369.1057576231241
211,507.8999938964844,252.47998046875,40.46524995289144,367.20881552906656
212,508.32000732421875,253.67999267578125,40.56577011900571,361.7887052963583
213,508.67999267578125,254.46002197265625,40.651924001115994,358.2655371577075
214,511.1400146484375,254.46002197265625,41.24067141014536,358.2655371577075
215,511.5,254.0999755859375,41.32682529225565,359.8917632023007
216,511.9200134277344,254.0999755859375,41.42734545836991,359.8917632023007
217,512.3400268554688,253.67999267578125,41.52786562448418,361.7887052963583
218,512.760009765625,253.260009765625,41.62837848694618,363.6856473904158
219,513.1199951171875,252.84002685546875,41.71453236905647,365.5825894844734
220,513.5399780273438,252.47998046875,41.815045231518475,367.20881552906656
221,513.9600219726562,252.05999755859375,41.915572701285,369.1057576231241
222,514.3200073242188,251.6400146484375,42.001726583395296,371.0026997171817
223,514.739990234375,251.280029296875,42.1022394458573,372.62865008351673
224,515.1599731445312,250.44000244140625,42.2027523083193,376.42280994989
225,515.5800170898438,249.65997314453125,42.30327977808583,379.9459780885407
226,515.9400024414062,248.82000732421875,42.38943366019612,383.7398622766558
227,516.3599853515625,248.03997802734375,42.48994652265812,387.2630304153065
228,516.780029296875,247.260009765625,42.590473992424656,390.78592287569916
229,517.1400146484375,246.41998291015625,42.67662787453494,394.5800827420724
230,517.5599975585938,245.219970703125,42.77714073699694,400.0001929747807
231,517.97998046875,244.02001953125,42.877653599458945,405.4200275292308
232,518.4000244140625,242.82000732421875,42.97818106922548,410.8401377619391
233,518.760009765625,242.4000244140625,43.064334951335766,412.73707985599674
234,519.1799926757812,241.97998046875,43.16484781379777,414.63429762831237
235,519.5999755859375,241.6199951171875,43.265360676259775,416.26024799464744
236,519.9600219726562,240.780029296875,43.351529165674584,420.05413218276254
237,520.7999877929688,240.3599853515625,43.55255489059859,421.95134995507823
238,521.219970703125,240.0,43.6530677530606,423.57730032141325
239,521.5800170898438,239.15997314453125,43.73923624247541,427.3714601877865
240,522.0,238.3800048828125,43.83974910493741,430.89435264817917
241,522.4199829101562,237.96002197265625,43.94026196739942,432.7912947422367
242,522.780029296875,237.17999267578125,44.02643045681424,436.31446288088745
243,528.4199829101562,237.17999267578125,45.376218431789,436.31446288088745
244,528.8400268554688,237.53997802734375,45.47674590155553,434.6885125145524
245,529.260009765625,237.53997802734375,45.577258764017536,434.6885125145524
246,529.6199951171875,237.96002197265625,45.663412646127824,432.7912947422367
247,530.4600219726562,238.79998779296875,45.864452978356354,428.99741055412153
248,530.8800048828125,239.58001708984375,45.96496584081836,425.4742424154708
249,532.0800170898438,239.58001708984375,46.252160055157184,425.4742424154708
250,532.4400024414062,240.0,46.33831393726747,423.57730032141325
251,533.280029296875,240.0,46.539354269496,423.57730032141325
252,533.7000122070312,240.3599853515625,46.639867131958006,421.95134995507823
253,534.0599975585938,240.3599853515625,46.726021014068294,421.95134995507823
254,534.47998046875,240.780029296875,46.8265338765303,420.05413218276254
255,534.9000244140625,241.20001220703125,46.927061346296824,418.157190088705
256,540.9000244140625,241.20001220703125,48.36301781068641,418.157190088705
257,541.3200073242188,241.97998046875,48.46353067314841,414.63429762831237
258,541.739990234375,243.17999267578125,48.564043535610416,409.2141873956041
259,542.52001953125,243.5999755859375,48.75072488748724,407.3172453015465
260,543.719970703125,243.5999755859375,49.03790449452153,407.3172453015465
